Designator,Mid X,Mid Y,Layer,Rotation
C212,11.9001mm,5.5500mm,Bottom,270
C213,13.0000mm,5.5500mm,Bottom,270
C214,15.1501mm,5.5500mm,Bottom,270
C215,16.1944mm,2.7949mm,Bottom,90
C200,2.3001mm,5.5500mm,Bottom,270
C201,3.4000mm,5.5500mm,Bottom,270
C202,5.5501mm,5.5500mm,Bottom,270
C203,6.5905mm,2.7949mm,Bottom,90
C195,14.1501mm,11.0000mm,Bottom,270
C190,28.2500mm,10.8500mm,Bottom,270
C185,7.0500mm,11.0000mm,Bottom,270
C180,21.2500mm,11.0000mm,Bottom,270
C142,26.5000mm,1.8000mm,Bottom,270
C141,25.3000mm,1.8000mm,Bottom,270
C139,24.1001mm,1.8000mm,Bottom,90
C135,22.9000mm,1.8000mm,Bottom,270
C211,11.4081mm,2.7949mm,Bottom,90
C210,10.3501mm,5.5500mm,Bottom,270
C209,8.2000mm,5.5500mm,Bottom,270
C208,7.1001mm,5.5500mm,Bottom,270
C147,17.8500mm,19.2087mm,Bottom,180
F101,2.8000mm,32.3972mm,Bottom,90
R134,12.0500mm,31.9000mm,Bottom,0
R133,12.0500mm,33.0750mm,Bottom,0
C133,11.7749mm,30.8000mm,Bottom,180
R131,18.9960mm,15.1438mm,Bottom,180
R130,12.3001mm,20.3250mm,Bottom,90
R129,12.3001mm,16.4500mm,Bottom,90
Y101,14.5874mm,28.2174mm,Bottom,0
C116,15.5286mm,26.7286mm,Bottom,180
C115,13.6644mm,26.7423mm,Bottom,0
C124,17.8500mm,18.0689mm,Bottom,0
R121,27.5254mm,34.5770mm,Bottom,180
R106,21.3500mm,32.7250mm,Bottom,0
J101,26.7000mm,33.4500mm,Top,180
C108,13.8000mm,29.8000mm,Bottom,0
R105,31.7491mm,17.1811mm,Top,0
R104,31.5491mm,15.9911mm,Top,0
R103,31.7491mm,14.8811mm,Top,0
R125,32.3000mm,3.3200mm,Top,270
C104,6.1500mm,34.4000mm,Bottom,90
C137,13.4952mm,14.1085mm,Top,0
D101,2.9295mm,28.6445mm,Bottom,180
C101,29.8916mm,34.5770mm,Bottom,180
R102,1.7275mm,27.0745mm,Bottom,180
R101,12.3001mm,24.2000mm,Bottom,270
D102,31.6000mm,33.2000mm,Top,90
Y102,17.2438mm,23.1865mm,Bottom,90
R122,31.6000mm,13.0000mm,Bottom,0
R123,29.3098mm,10.9759mm,Bottom,270
R127,17.4000mm,28.9000mm,Bottom,180
R128,21.0778mm,15.1438mm,Bottom,180
D106,9.7531mm,27.7649mm,Top,180
D105,9.7531mm,25.9649mm,Top,180
D107,15.9050mm,31.4895mm,Bottom,180
D104,9.7531mm,24.1649mm,Top,180
D103,9.7531mm,22.3649mm,Top,180
C140,17.4000mm,27.8000mm,Bottom,0
C132,14.9675mm,24.1751mm,Bottom,90
C136,14.9675mm,22.0999mm,Bottom,270
C127,25.6000mm,15.1438mm,Bottom,0
C138,1.1339mm,31.1722mm,Bottom,90
C130,15.6175mm,17.0535mm,Bottom,0
C131,25.6000mm,14.0000mm,Bottom,0
C122,15.6175mm,19.2087mm,Bottom,180
C114,31.4683mm,29.0000mm,Top,0
C103,5.1000mm,34.4000mm,Bottom,90
C113,31.4683mm,30.2000mm,Top,180
C102,5.3000mm,27.0745mm,Bottom,180
U105,21.0094mm,23.0500mm,Top,270
