Designator,Mid X,Mid Y,Layer,Rotation
D4,36.0500mm,18.1000mm,Top,0
D3,31.8500mm,16.3000mm,Top,0
D2,36.0500mm,16.3000mm,Top,0
D202,28.4000mm,34.5000mm,Top,180
C494,5.1000mm,35.4000mm,Top,90
C495,3.9000mm,35.4000mm,Top,270
C496,2.7000mm,35.4000mm,Top,90
C497,1.5000mm,35.4000mm,Top,90
C461,31.7000mm,23.4000mm,Top,180
C460,38.2000mm,23.3000mm,Top,270
C451,22.4000mm,10.2000mm,Bot,270
C450,3.9999mm,16.1900mm,Bot,90
C431,38.3000mm,10.5000mm,Bot,0
C430,40.8000mm,10.5000mm,Bot,180
C285,33.6169mm,31.3000mm,Bot,180
C280,30.2830mm,31.3000mm,Bot,0
C275,39.9170mm,31.3000mm,Bot,180
C270,36.5830mm,31.3000mm,Bot,0
C229,6.2999mm,38.3000mm,Bot,90
C224,41.1000mm,37.7000mm,Top,270
C223,41.1000mm,33.4500mm,Top,270
C222,41.1000mm,35.7500mm,Bot,270
C221,6.2000mm,36.4000mm,Top,270
C220,23.5999mm,32.2000mm,Bot,0
C230,11.0000mm,34.4000mm,Bot,90
C231,9.7999mm,34.4000mm,Bot,90
C232,8.6000mm,34.4000mm,Bot,90
C225,15.7999mm,34.4000mm,Bot,90
C226,14.6000mm,34.4000mm,Bot,90
C227,13.3999mm,34.4000mm,Bot,90
C228,12.2000mm,34.4000mm,Bot,90
C216,20.6000mm,34.4000mm,Bot,90
C217,19.3999mm,34.4000mm,Bot,90
C218,18.2000mm,34.4000mm,Bot,90
C219,16.9999mm,34.4000mm,Bot,90
C212,25.3999mm,34.4000mm,Bot,90
C213,24.2000mm,34.4000mm,Bot,90
C214,22.9999mm,34.4000mm,Bot,90
C215,21.8000mm,34.4000mm,Bot,90
C204,35.0000mm,34.4000mm,Bot,90
C205,33.7999mm,34.4000mm,Bot,90
C206,32.6000mm,34.4000mm,Bot,90
C207,31.3999mm,34.4000mm,Bot,90
C200,39.7999mm,34.4000mm,Bot,90
C201,38.6000mm,34.4000mm,Bot,90
C202,37.3999mm,34.4000mm,Bot,90
C203,36.2000mm,34.4000mm,Bot,90
C195,28.1499mm,26.4000mm,Bot,90
C190,13.6500mm,26.1000mm,Bot,180
C185,35.2500mm,26.4000mm,Bot,90
C180,19.4500mm,26.1000mm,Bot,180
C175,25.2499mm,26.1000mm,Bot,180
C170,7.8499mm,26.1000mm,Bot,180
C493,1.5000mm,38.3000mm,Bot,90
C492,2.7000mm,38.3000mm,Bot,90
C491,3.8999mm,38.3000mm,Bot,270
C490,5.1000mm,38.3000mm,Bot,90
C211,26.6000mm,34.4000mm,Bot,90
C210,27.7999mm,34.4000mm,Bot,90
C209,29.0000mm,34.4000mm,Bot,90
C208,30.1999mm,34.4000mm,Bot,90
C1000,26.7999mm,15.0000mm,Bot,270
F101,38.4999mm,4.8500mm,Bot,270
R134,27.7999mm,9.0750mm,Bot,180
R133,27.7999mm,7.9000mm,Bot,180
C133,28.0750mm,10.1750mm,Bot,0
R131,20.6250mm,22.9750mm,Bot,0
U101,38.1000mm,5.2000mm,Top,270
R130,29.9999mm,17.3000mm,Bot,0
R129,29.9999mm,21.4000mm,Bot,0
Y101,24.7000mm,7.4000mm,Bot,90
C116,24.2000mm,9.3000mm,Bot,0
C115,24.2000mm,5.4000mm,Bot,0
C124,26.3000mm,19.5000mm,Bot,0
R121,26.7999mm,13.1000mm,Bot,90
R106,19.4249mm,2.2250mm,Bot,270
J101,30.6800mm,2.0150mm,Top,0
C129,26.3000mm,11.2000mm,Bot,0
C128,17.0999mm,1.5000mm,Bot,270
C121,17.4249mm,22.4750mm,Bot,90
C118,12.9249mm,22.9750mm,Bot,180
C110,6.0499mm,3.6000mm,Bot,180
C109,5.7999mm,10.4000mm,Bot,270
C108,5.5499mm,16.1000mm,Bot,270
R105,5.1999mm,19.7000mm,Bot,0
R104,5.8000mm,12.9000mm,Bot,270
R103,5.1999mm,20.7000mm,Bot,0
R114,27.3000mm,20.5000mm,Bot,180
U111,35.5950mm,5.4000mm,Bot,0
R125,10.9000mm,20.0000mm,Bot,90
C104,40.7000mm,4.9000mm,Bot,180
C137,33.0000mm,5.4000mm,Bot,90
D101,39.5500mm,8.1000mm,Bot,0
C101,30.3500mm,1.3500mm,Bot,180
R102,40.7000mm,6.1000mm,Bot,180
R101,31.9000mm,11.7000mm,Bot,180
D102,2.7500mm,4.7000mm,Top,90
Y102,23.9999mm,14.9000mm,Bot,270
R122,7.5000mm,20.0000mm,Bot,270
R123,8.4999mm,20.0000mm,Bot,270
R127,21.9250mm,1.8250mm,Bot,90
R128,18.9249mm,22.4750mm,Bot,90
D106,31.8500mm,9.0000mm,Top,0
D105,31.8500mm,10.8000mm,Top,0
D107,30.0500mm,6.1000mm,Bot,0
D104,31.8500mm,12.6000mm,Top,0
D103,31.8500mm,14.4000mm,Top,0
C140,26.7999mm,5.6000mm,Bot,90
C132,24.0999mm,11.3000mm,Bot,0
C136,24.1000mm,18.5000mm,Bot,0
C127,26.2999mm,18.5000mm,Bot,0
C139,36.2000mm,2.9000mm,Bot,180
C138,36.2000mm,1.7750mm,Bot,180
C130,23.9249mm,22.4750mm,Bot,90
C131,8.1000mm,23.0000mm,Bot,270
C122,13.0000mm,1.8000mm,Bot,0
C114,6.0500mm,4.6000mm,Bot,0
C119,23.5000mm,1.5000mm,Bot,0
C103,40.7000mm,3.7000mm,Bot,180
C113,5.9000mm,22.3000mm,Bot,0
C102,36.4000mm,8.6000mm,Bot,270
U105,16.1750mm,12.3500mm,Top,180
